storeid,storename,date,latitude,longitude,qty_notes,score
AM1,AUTOMERCADO,2015-03-11T02:03:00Z,9.94014,-84.1556,1,-0.867163076996803
AM1,AUTOMERCADO,2015-03-11T03:03:00Z,9.94014,-84.1556,2,0.000093250535428524
AM1,AUTOMERCADO,2015-03-11T04:03:00Z,9.94014,-84.1556,2,-0.218945639207959
AM1,AUTOMERCADO,2015-03-11T05:03:00Z,9.94014,-84.1556,1,-0.761363609693944
AM1,AUTOMERCADO,2015-03-11T06:03:00Z,9.94014,-84.1556,6,0.0528704926061134
AM1,AUTOMERCADO,2015-03-11T07:03:00Z,9.94014,-84.1556,2,-0.105272795539349
AM1,AUTOMERCADO,2015-03-11T08:03:00Z,9.94014,-84.1556,2,-0.0239376430399716
AM1,AUTOMERCADO,2015-03-11T09:03:00Z,9.94014,-84.1556,3,0.556142169361313
AM1,AUTOMERCADO,2015-03-11T10:03:00Z,9.94014,-84.1556,5,0.232770556025207
AM1,AUTOMERCADO,2015-03-11T12:03:00Z,9.94014,-84.1556,4,0.268676127772778
AM1,AUTOMERCADO,2015-03-12T01:03:00Z,9.94014,-84.1556,2,0.19572292175144
AM1,AUTOMERCADO,2015-03-12T02:03:00Z,9.94014,-84.1556,3,-0.0138507333273689
AM1,AUTOMERCADO,2015-03-12T03:03:00Z,9.94014,-84.1556,3,-0.541933557329079
AM1,AUTOMERCADO,2015-03-12T04:03:00Z,9.94014,-84.1556,4,-0.159776404965669
AM1,AUTOMERCADO,2015-03-12T05:03:00Z,9.94014,-84.1556,9,0.21915403743171
AM1,AUTOMERCADO,2015-03-12T06:03:00Z,9.94014,-84.1556,2,-0.89439475722611
AM1,AUTOMERCADO,2015-03-12T07:03:00Z,9.94014,-84.1556,3,-0.529041087565323
AM1,AUTOMERCADO,2015-03-12T08:03:00Z,9.94014,-84.1556,3,-0.162344492971897
AM1,AUTOMERCADO,2015-03-12T09:03:00Z,9.94014,-84.1556,3,0.0111434208229184
AM1,AUTOMERCADO,2015-03-12T10:03:00Z,9.94014,-84.1556,4,0.20692746876739
AM1,AUTOMERCADO,2015-03-12T11:03:00Z,9.94014,-84.1556,1,-0.225467230193317
AM1,AUTOMERCADO,2015-03-12T12:03:00Z,9.94014,-84.1556,2,0.00913859996944666
AM1,AUTOMERCADO,2015-03-13T01:03:00Z,9.94014,-84.1556,3,-0.112444802187383
AM1,AUTOMERCADO,2015-03-13T02:03:00Z,9.94014,-84.1556,1,-0.370322830975056
AM1,AUTOMERCADO,2015-03-13T04:03:00Z,9.94014,-84.1556,2,0.372246701270342
AM1,AUTOMERCADO,2015-03-13T05:03:00Z,9.94014,-84.1556,2,-0.0171787012368441
AM1,AUTOMERCADO,2015-03-13T06:03:00Z,9.94014,-84.1556,1,-0.893096412532032
AM1,AUTOMERCADO,2015-03-13T07:03:00Z,9.94014,-84.1556,3,-0.461646817314128
AM1,AUTOMERCADO,2015-03-13T08:03:00Z,9.94014,-84.1556,5,-0.0445192407816648
AM1,AUTOMERCADO,2015-03-13T09:03:00Z,9.94014,-84.1556,1,-0.955959791317582
AM1,AUTOMERCADO,2015-03-13T10:03:00Z,9.94014,-84.1556,1,0.199270009994507
AM1,AUTOMERCADO,2015-03-13T11:03:00Z,9.94014,-84.1556,1,0.322306194342673
AM1,AUTOMERCADO,2015-03-14T02:03:00Z,9.94014,-84.1556,1,0.922486877068877
AM1,AUTOMERCADO,2015-03-14T05:03:00Z,9.94014,-84.1556,1,-0.816384439356625
AM1,AUTOMERCADO,2015-03-14T08:03:00Z,9.94014,-84.1556,4,-0.232223256491125
AM1,AUTOMERCADO,2015-03-14T09:03:00Z,9.94014,-84.1556,3,-0.248974726845821
AM1,AUTOMERCADO,2015-03-14T10:03:00Z,9.94014,-84.1556,2,-0.176769190467894
AM1,AUTOMERCADO,2015-03-14T11:03:00Z,9.94014,-84.1556,2,0.595856350846589
AM1,AUTOMERCADO,2015-03-15T01:03:00Z,9.94014,-84.1556,1,0.89133449178189
AM1,AUTOMERCADO,2015-03-15T02:03:00Z,9.94014,-84.1556,2,0.106431301217526
AM1,AUTOMERCADO,2015-03-15T03:03:00Z,9.94014,-84.1556,1,-0.892468951642513
AM1,AUTOMERCADO,2015-03-15T04:03:00Z,9.94014,-84.1556,1,-0.0973914721980691
AM1,AUTOMERCADO,2015-03-15T06:03:00Z,9.94014,-84.1556,1,0.718997371383011
AM1,AUTOMERCADO,2015-03-15T07:03:00Z,9.94014,-84.1556,2,0.311865700874478
AM1,AUTOMERCADO,2015-03-15T08:03:00Z,9.94014,-84.1556,2,-0.0857934858649969
AM1,AUTOMERCADO,2015-03-15T09:03:00Z,9.94014,-84.1556,1,-0.516719691455364
AM1,AUTOMERCADO,2015-03-15T10:03:00Z,9.94014,-84.1556,4,-0.303811321733519
AM1,AUTOMERCADO,2015-03-16T01:03:00Z,9.94014,-84.1556,2,0.345404191873968
AM1,AUTOMERCADO,2015-03-16T02:03:00Z,9.94014,-84.1556,1,-0.188113232143223
AM1,AUTOMERCADO,2015-03-16T03:03:00Z,9.94014,-84.1556,1,0.512929548509419
AM1,AUTOMERCADO,2015-03-16T04:03:00Z,9.94014,-84.1556,1,-0.654450110159814
AM1,AUTOMERCADO,2015-03-16T05:03:00Z,9.94014,-84.1556,6,-0.25733400741592
AM1,AUTOMERCADO,2015-03-16T06:03:00Z,9.94014,-84.1556,4,0.392061234917492
AM1,AUTOMERCADO,2015-03-16T07:03:00Z,9.94014,-84.1556,5,-0.0787472249940038
AM1,AUTOMERCADO,2015-03-16T09:03:00Z,9.94014,-84.1556,3,-0.142042323326071
AM1,AUTOMERCADO,2015-03-16T10:03:00Z,9.94014,-84.1556,3,-0.180630665272474
AM1,AUTOMERCADO,2015-03-16T11:03:00Z,9.94014,-84.1556,1,0.710210884921253
AM1,AUTOMERCADO,2015-03-16T12:03:00Z,9.94014,-84.1556,3,-0.242139559239149
AM1,AUTOMERCADO,2015-03-17T01:03:00Z,9.94014,-84.1556,1,-0.838267287239432
AM1,AUTOMERCADO,2015-03-17T02:03:00Z,9.94014,-84.1556,1,-0.558561533689499
AM1,AUTOMERCADO,2015-03-17T04:03:00Z,9.94014,-84.1556,1,0.00543523766100407
AM1,AUTOMERCADO,2015-03-17T06:03:00Z,9.94014,-84.1556,1,-0.931236380711198
AM1,AUTOMERCADO,2015-03-17T07:03:00Z,9.94014,-84.1556,2,0.476989736314863
AM1,AUTOMERCADO,2015-03-17T08:03:00Z,9.94014,-84.1556,2,-0.963411969132721
AM1,AUTOMERCADO,2015-03-17T09:03:00Z,9.94014,-84.1556,1,0.0163654014468193
AM1,AUTOMERCADO,2015-03-17T10:03:00Z,9.94014,-84.1556,4,0.0203155162744224
AM1,AUTOMERCADO,2015-03-17T11:03:00Z,9.94014,-84.1556,3,0.0708789828543862
AM1,AUTOMERCADO,2015-03-18T01:03:00Z,9.94014,-84.1556,6,-0.00500602833926678
AM1,AUTOMERCADO,2015-03-18T02:03:00Z,9.94014,-84.1556,5,0.130082211084664
AM1,AUTOMERCADO,2015-03-18T03:03:00Z,9.94014,-84.1556,1,0.279706231318414
AM1,AUTOMERCADO,2015-03-18T04:03:00Z,9.94014,-84.1556,2,0.205608536489308
AM1,AUTOMERCADO,2015-03-18T05:03:00Z,9.94014,-84.1556,2,0.0715888449922204
AM1,AUTOMERCADO,2015-03-18T06:03:00Z,9.94014,-84.1556,1,-0.909341618418694
AM1,AUTOMERCADO,2015-03-18T07:03:00Z,9.94014,-84.1556,1,0.516627504490316
AM1,AUTOMERCADO,2015-03-18T09:03:00Z,9.94014,-84.1556,3,-0.448399737166862
AM1,AUTOMERCADO,2015-03-18T10:03:00Z,9.94014,-84.1556,2,0.57020303606987
AM1,AUTOMERCADO,2015-03-19T01:03:00Z,9.94014,-84.1556,2,0.103874436579645
AM1,AUTOMERCADO,2015-03-19T02:03:00Z,9.94014,-84.1556,3,0.387411379255354
AM1,AUTOMERCADO,2015-03-19T03:03:00Z,9.94014,-84.1556,1,0.274921224452555
AM1,AUTOMERCADO,2015-03-19T04:03:00Z,9.94014,-84.1556,1,0.892864734865725
AM1,AUTOMERCADO,2015-03-19T07:03:00Z,9.94014,-84.1556,4,0.0969345807097852
AM1,AUTOMERCADO,2015-03-19T08:03:00Z,9.94014,-84.1556,3,-0.289163229676584
AM1,AUTOMERCADO,2015-03-19T09:03:00Z,9.94014,-84.1556,3,0.207380267481009
AM1,AUTOMERCADO,2015-03-19T10:03:00Z,9.94014,-84.1556,4,0.04085309128277
AM1,AUTOMERCADO,2015-03-20T02:03:00Z,9.94014,-84.1556,1,-0.421458940953016
AM1,AUTOMERCADO,2015-03-20T03:03:00Z,9.94014,-84.1556,7,0.0772257286256978
AM1,AUTOMERCADO,2015-03-20T04:03:00Z,9.94014,-84.1556,5,-0.429400841519237
AM1,AUTOMERCADO,2015-03-20T05:03:00Z,9.94014,-84.1556,6,-0.108967395188908
AM1,AUTOMERCADO,2015-03-20T06:03:00Z,9.94014,-84.1556,1,0.748711800202727
AM1,AUTOMERCADO,2015-03-20T07:03:00Z,9.94014,-84.1556,1,-0.0114795723930001
AM1,AUTOMERCADO,2015-03-20T08:03:00Z,9.94014,-84.1556,3,-0.183229187503457
AM1,AUTOMERCADO,2015-03-20T09:03:00Z,9.94014,-84.1556,1,0.222652249038219
AM1,AUTOMERCADO,2015-03-20T10:03:00Z,9.94014,-84.1556,1,-0.898974063806236
AM1,AUTOMERCADO,2015-03-20T12:03:00Z,9.94014,-84.1556,6,-0.178789459479352
AM1,AUTOMERCADO,2015-03-21T01:03:00Z,9.94014,-84.1556,1,0.0347522590309381
AM1,AUTOMERCADO,2015-03-21T02:03:00Z,9.94014,-84.1556,3,-0.375270285954078
AM1,AUTOMERCADO,2015-03-21T03:03:00Z,9.94014,-84.1556,1,0.731778622604907
AM1,AUTOMERCADO,2015-03-21T04:03:00Z,9.94014,-84.1556,8,-0.109653531224467
AM1,AUTOMERCADO,2015-03-21T05:03:00Z,9.94014,-84.1556,2,0.345753229223192
AM1,AUTOMERCADO,2015-03-21T06:03:00Z,9.94014,-84.1556,1,0.443391791544855
AM1,AUTOMERCADO,2015-03-21T07:03:00Z,9.94014,-84.1556,1,0.509823992848396
AM1,AUTOMERCADO,2015-03-21T08:03:00Z,9.94014,-84.1556,1,-0.0409641694277525
AM1,AUTOMERCADO,2015-03-21T09:03:00Z,9.94014,-84.1556,3,-0.0936825970808665
AM1,AUTOMERCADO,2015-03-21T10:03:00Z,9.94014,-84.1556,1,-0.00525837298482656
AM1,AUTOMERCADO,2015-03-21T12:03:00Z,9.94014,-84.1556,1,0.469571336172521
AM1,AUTOMERCADO,2015-03-22T01:03:00Z,9.94014,-84.1556,4,0.178313578478992
AM1,AUTOMERCADO,2015-03-22T02:03:00Z,9.94014,-84.1556,2,0.483528633601964
AM1,AUTOMERCADO,2015-03-22T03:03:00Z,9.94014,-84.1556,6,-0.0294019331534704
AM1,AUTOMERCADO,2015-03-22T04:03:00Z,9.94014,-84.1556,4,-0.41787547362037
AM1,AUTOMERCADO,2015-03-22T07:03:00Z,9.94014,-84.1556,1,-0.736123425886035
AM1,AUTOMERCADO,2015-03-22T08:03:00Z,9.94014,-84.1556,1,-0.614240968599916
AM1,AUTOMERCADO,2015-03-22T09:03:00Z,9.94014,-84.1556,1,0.526512550190091
AM1,AUTOMERCADO,2015-03-22T10:03:00Z,9.94014,-84.1556,2,0.0192333082668483
AM1,AUTOMERCADO,2015-03-22T11:03:00Z,9.94014,-84.1556,2,0.238896351307631
AM1,AUTOMERCADO,2015-03-23T01:03:00Z,9.94014,-84.1556,2,0.737024008762091
AM1,AUTOMERCADO,2015-03-23T02:03:00Z,9.94014,-84.1556,4,-0.541766778100282
AM1,AUTOMERCADO,2015-03-23T03:03:00Z,9.94014,-84.1556,3,0.105945909085373
AM1,AUTOMERCADO,2015-03-23T04:03:00Z,9.94014,-84.1556,3,-0.287992989954849
AM1,AUTOMERCADO,2015-03-23T05:03:00Z,9.94014,-84.1556,2,0.262527090031654
AM1,AUTOMERCADO,2015-03-23T06:03:00Z,9.94014,-84.1556,3,0.179282788187265
AM1,AUTOMERCADO,2015-03-23T08:03:00Z,9.94014,-84.1556,7,0.232030749587076
AM1,AUTOMERCADO,2015-03-23T09:03:00Z,9.94014,-84.1556,3,0.102297612155477
AM1,AUTOMERCADO,2015-03-23T10:03:00Z,9.94014,-84.1556,2,-0.474758947268128
AM1,AUTOMERCADO,2015-03-23T11:03:00Z,9.94014,-84.1556,2,0.350938773714006
AM1,AUTOMERCADO,2015-03-24T01:03:00Z,9.94014,-84.1556,3,-0.189764239514867
AM1,AUTOMERCADO,2015-03-24T03:03:00Z,9.94014,-84.1556,2,-0.0022516343742609
AM1,AUTOMERCADO,2015-03-24T04:03:00Z,9.94014,-84.1556,3,0.178109565439324
AM1,AUTOMERCADO,2015-03-24T05:03:00Z,9.94014,-84.1556,2,0.370491035748273
AM1,AUTOMERCADO,2015-03-24T06:03:00Z,9.94014,-84.1556,1,0.628918252885342
AM1,AUTOMERCADO,2015-03-24T07:03:00Z,9.94014,-84.1556,2,-0.892968739382923
AM1,AUTOMERCADO,2015-03-24T08:03:00Z,9.94014,-84.1556,5,0.260476673953235
AM1,AUTOMERCADO,2015-03-24T10:03:00Z,9.94014,-84.1556,3,-0.243859747114281
AM1,AUTOMERCADO,2015-03-24T11:03:00Z,9.94014,-84.1556,1,0.116334737278521
AM1,AUTOMERCADO,2015-03-25T01:03:00Z,9.94014,-84.1556,2,0.16222245246172
AM1,AUTOMERCADO,2015-03-25T02:03:00Z,9.94014,-84.1556,5,0.28789556901902
AM1,AUTOMERCADO,2015-03-25T03:03:00Z,9.94014,-84.1556,1,-0.408856621943414
AM1,AUTOMERCADO,2015-03-25T06:03:00Z,9.94014,-84.1556,3,0.13633880422761
AM1,AUTOMERCADO,2015-03-25T07:03:00Z,9.94014,-84.1556,1,-0.766775601543486
AM1,AUTOMERCADO,2015-03-25T08:03:00Z,9.94014,-84.1556,2,-0.0608027498237789
AM1,AUTOMERCADO,2015-03-25T09:03:00Z,9.94014,-84.1556,3,0.114259683216612
AM1,AUTOMERCADO,2015-03-25T10:03:00Z,9.94014,-84.1556,2,-0.674730890896171
AM1,AUTOMERCADO,2015-03-25T12:03:00Z,9.94014,-84.1556,1,0.107186261564493
AM1,AUTOMERCADO,2015-03-26T01:03:00Z,9.94014,-84.1556,2,0.412149690557271
AM1,AUTOMERCADO,2015-03-26T03:03:00Z,9.94014,-84.1556,5,0.308169389329851
AM1,AUTOMERCADO,2015-03-26T04:03:00Z,9.94014,-84.1556,1,0.42073180526495
AM1,AUTOMERCADO,2015-03-26T05:03:00Z,9.94014,-84.1556,1,0.489656280726194
AM1,AUTOMERCADO,2015-03-26T06:03:00Z,9.94014,-84.1556,5,0.201355802826583
AM1,AUTOMERCADO,2015-03-26T07:03:00Z,9.94014,-84.1556,2,0.0382286757230759
AM1,AUTOMERCADO,2015-03-26T08:03:00Z,9.94014,-84.1556,3,-0.354714592918754
AM1,AUTOMERCADO,2015-03-26T09:03:00Z,9.94014,-84.1556,2,-0.661793301347643
AM1,AUTOMERCADO,2015-03-26T10:03:00Z,9.94014,-84.1556,4,-0.179166428279132
AM1,AUTOMERCADO,2015-03-26T11:03:00Z,9.94014,-84.1556,2,-0.261063512414694
AM1,AUTOMERCADO,2015-03-26T12:03:00Z,9.94014,-84.1556,1,0.116510722786188
AM1,AUTOMERCADO,2015-03-27T02:03:00Z,9.94014,-84.1556,3,0.144890233874321
AM1,AUTOMERCADO,2015-03-27T03:03:00Z,9.94014,-84.1556,4,-0.28676486457698
AM1,AUTOMERCADO,2015-03-27T04:03:00Z,9.94014,-84.1556,1,-0.854317672550678
AM1,AUTOMERCADO,2015-03-27T05:03:00Z,9.94014,-84.1556,2,-0.243963944260031
AM1,AUTOMERCADO,2015-03-27T06:03:00Z,9.94014,-84.1556,3,0.272980824112892
AM1,AUTOMERCADO,2015-03-27T07:03:00Z,9.94014,-84.1556,3,0.659472838975489
AM1,AUTOMERCADO,2015-03-27T08:03:00Z,9.94014,-84.1556,4,-0.118026775540784
AM1,AUTOMERCADO,2015-03-27T09:03:00Z,9.94014,-84.1556,2,0.823838141281158
AM1,AUTOMERCADO,2015-03-27T10:03:00Z,9.94014,-84.1556,4,0.136812257347628
AM1,AUTOMERCADO,2015-03-27T12:03:00Z,9.94014,-84.1556,1,0.617017921060324
AM1,AUTOMERCADO,2015-03-28T01:03:00Z,9.94014,-84.1556,1,0.815819846466184
AM1,AUTOMERCADO,2015-03-28T02:03:00Z,9.94014,-84.1556,5,-0.0938693959265947
AM1,AUTOMERCADO,2015-03-28T03:03:00Z,9.94014,-84.1556,4,-0.367335831746459
AM1,AUTOMERCADO,2015-03-28T05:03:00Z,9.94014,-84.1556,1,0.51630302798003
AM1,AUTOMERCADO,2015-03-28T06:03:00Z,9.94014,-84.1556,3,0.0911052220811446
AM1,AUTOMERCADO,2015-03-28T07:03:00Z,9.94014,-84.1556,2,-0.285643296781927
AM1,AUTOMERCADO,2015-03-28T08:03:00Z,9.94014,-84.1556,5,0.21767910271883
AM1,AUTOMERCADO,2015-03-28T09:03:00Z,9.94014,-84.1556,5,-0.24998434279114
AM1,AUTOMERCADO,2015-03-28T10:03:00Z,9.94014,-84.1556,4,0.485788607271388
AM1,AUTOMERCADO,2015-03-28T12:03:00Z,9.94014,-84.1556,2,-0.552773181349039
