plan,date,latitude,longitude,qty_notes
Plan A,2016-03-01,8.96658836568,-79.6611543049,35
Plan A,2016-03-01,8.97748740361,-79.5569448573,20
Plan A,2016-03-01,8.97881435319,-79.5571907768,11
Plan A,2016-03-01,8.98202666294,-79.5343383682,7
Plan A,2016-03-01,8.98718492623,-79.5081916522,15
Plan A,2016-03-01,8.98794201243,-79.5275279012,21
Plan A,2016-03-01,8.98796713894,-79.5082729691,0
Plan A,2016-03-01,8.99244580427,-79.5129734227,49
Plan A,2016-03-01,8.99300215979,-79.5130718756,1
Plan A,2016-03-01,8.9931690582,-79.5118410431,43
Plan A,2016-03-01,9.00134273534,-79.4981921146,11
Plan A,2016-03-01,9.03094088767,-79.4227794334,44
Plan A,2016-03-01,9.03310083344,-79.5021669905,39
Plan A,2016-03-01,9.03363206582,-79.503010061,11
Plan A,2016-03-01,9.04083999549,-79.4352532827,45
Plan A,2016-03-01,9.04097817771,-79.4365689688,25
Plan A,2016-03-01,9.04128546634,-79.4362843734,29
Plan A,2016-03-01,9.04191811584,-79.5140591174,50
Plan A,2016-03-01,9.04272382282,-79.5147163336,9
Plan A,2016-03-01,9.04358686132,-79.5140665581,29
Plan A,2016-03-01,9.04658242672,-79.4156865169,38
Plan A,2016-03-01,9.04660403117,-79.4153306684,37
Plan A,2016-03-01,9.04693941157,-79.4146650802,32
Plan A,2016-03-01,9.04777067525,-79.4153887295,28
Plan A,2016-03-01,9.05268110709,-79.504655795,17
Plan A,2016-03-01,9.09068863477,-79.2920131316,43
Plan A,2016-03-01,9.09081963425,-79.3624315724,48
Plan A,2016-03-01,9.09083675094,-79.2918676504,30
Plan A,2016-03-01,9.09268066489,-79.4022287302,44
Plan A,2016-03-01,9.09293238082,-79.4016339943,15
Plan A,2016-03-01,9.09308407478,-79.4013921409,22
Plan A,2016-03-01,9.09678198885,-79.4940068007,10
Plan A,2016-03-01,9.10490089457,-79.4967721374,13
Plan A,2016-03-01,9.10550369059,-79.4966904944,34
Plan A,2016-03-01,9.10581424658,-79.5187758152,50
Plan A,2016-03-01,9.10783273938,-79.3288571879,32
Plan A,2016-03-01,9.10846798409,-79.3683334474,41
Plan A,2016-03-01,9.10860259817,-79.2953795063,7
Plan A,2016-03-01,9.10899197279,-79.5622637002,25
Plan A,2016-03-01,9.10920683012,-79.295505831,36
Plan A,2016-03-01,9.11393717078,-79.2650888449,7
Plan A,2016-03-01,9.11698438572,-79.5493288945,46
Plan A,2016-03-01,9.11710296147,-79.5490444841,39
Plan A,2016-03-01,9.11938879438,-79.606129841,4
Plan A,2016-03-01,9.1195109091,-79.6062594225,18
Plan A,2016-03-01,9.12220359065,-79.5808343285,32
Plan A,2016-03-01,9.1264087461,-79.6000309453,24
Plan A,2016-03-01,9.13662902993,-79.6162865898,48
Plan A,2016-03-01,9.15683872729,-79.6192943207,11
Plan A,2016-03-01,9.15755212701,-79.6188549941,43
Plan A,2016-03-01,9.16484214894,-79.0967624743,15
Plan A,2016-03-01,9.17081751911,-79.6074765585,19
Plan A,2016-03-01,9.17183038151,-79.607216393,48
Plan A,2016-03-01,9.18701723319,-79.6224104385,34
Plan A,2016-03-01,9.1879892499,-79.6219862969,40
Plan A,2016-03-01,9.1953123347,-79.0872604645,33
Plan A,2016-03-01,9.19617414077,-79.0878649644,35
Plan A,2016-03-01,9.19679102205,-78.8126162407,38
Plan A,2016-03-01,9.19711456538,-78.8124591623,14
Plan A,2016-03-01,9.21143870421,-79.6711584599,23
Plan A,2016-03-01,9.21234160171,-79.6715940361,25
Plan A,2016-03-01,9.21660044181,-78.8836947263,49
Plan A,2016-03-01,9.22318812066,-78.8534684602,8
Plan A,2016-03-01,9.22346354345,-79.0029587771,14
Plan A,2016-03-01,9.2241299896,-78.8526991851,48
Plan A,2016-03-01,9.23223284282,-79.623591377,36
Plan A,2016-03-01,9.23505207245,-79.6236005101,29
Plan A,2016-03-01,9.23570653619,-79.6648723226,10
Plan A,2016-03-01,9.23590950529,-79.664721572,37
Plan A,2016-03-01,9.23765383759,-79.6643981804,11
Plan A,2016-03-01,9.23784453632,-79.6651735457,26
Plan A,2016-03-01,9.23864973516,-79.6651270622,33
Plan A,2016-03-01,9.24054802848,-79.6108851686,11
Plan A,2016-03-01,9.25297701681,-79.641307164,2
Plan A,2016-03-01,9.25958447505,-79.703445882,18
Plan A,2016-03-01,9.26107266719,-79.7024766448,39
Plan A,2016-03-01,9.26142916309,-79.7029758532,25
Plan A,2016-03-01,9.2716509176,-79.6853550754,34
Plan A,2016-03-01,9.27219655139,-79.6851540736,0
Plan A,2016-03-01,9.27224023295,-79.6851709618,3
Plan A,2016-03-01,9.27270581087,-79.729787196,51
Plan A,2016-03-01,9.27298822108,-79.7297450899,40
Plan A,2016-03-01,9.27310046788,-79.6847157481,31
Plan A,2016-03-01,9.27814571866,-79.7520704369,30
Plan A,2016-03-01,9.27967187175,-79.7520191895,14
Plan A,2016-03-01,9.28017965519,-79.7520447063,22
Plan A,2016-03-01,9.28815286314,-79.7176042802,40
Plan A,2016-03-01,9.28851603447,-79.9083650562,17
Plan A,2016-03-01,9.28872760428,-79.716918862,29
Plan A,2016-03-01,9.28933339889,-79.7829541697,13
Plan A,2016-03-01,9.29266026101,-79.7689653542,32
Plan A,2016-03-01,9.29267619557,-79.7692582947,10
Plan A,2016-03-01,9.30158994029,-79.9014616155,37
Plan A,2016-03-01,9.30628901973,-79.7834189149,24
Plan A,2016-03-01,9.30919210714,-79.7828746798,49
Plan A,2016-03-01,9.32418532255,-79.8917161715,0
Plan A,2016-03-01,9.32841265356,-79.8845727044,19
Plan A,2016-03-01,9.33211614761,-79.8001698905,21
Plan A,2016-03-01,9.3334756325,-79.8008329682,31
Plan A,2016-03-01,9.33426071335,-79.7999218991,17
Plan A,2016-03-01,9.33426820525,-79.8691376007,15
Plan A,2016-03-01,9.33486567216,-79.8006635321,33
Plan A,2016-03-01,9.33559416248,-79.8684925108,9
Plan A,2016-03-01,9.336973532,-79.8964486797,1
Plan A,2016-03-01,9.33898648379,-79.8965842572,35
Plan A,2016-03-01,9.33998593761,-79.8019418719,24
Plan A,2016-03-01,9.34230659125,-79.8594030235,23
Plan A,2016-03-01,9.34266084154,-79.8031339101,47
Plan A,2016-03-01,9.34302899598,-79.8594349796,29
Plan A,2016-03-01,9.34472094077,-79.8581415611,17
Plan A,2016-03-01,9.34824330387,-79.8268279337,9
Plan A,2016-03-01,9.34887791543,-79.8085267187,19
Plan A,2016-03-01,9.35087700796,-79.8823581696,18
Plan A,2016-03-01,9.35166142018,-79.8173559938,40
Plan A,2016-03-01,9.35187459791,-79.8078557485,40
Plan A,2016-03-01,9.35393981815,-79.8440918183,40
Plan A,2016-03-01,9.35575796758,-79.8596601775,10
Plan A,2016-03-01,9.35837541112,-79.8589506196,7
Plan A,2016-03-01,9.36212335636,-79.8220533929,37
Plan A,2016-03-01,9.36229524271,-79.8440046064,43
Plan A,2016-03-01,9.36288942378,-79.8216935496,6
Plan A,2016-03-01,9.36381119413,-79.845012535,33
Plan B,2016-03-01,8.0590262523,-80.109588478,33
Plan B,2016-03-01,8.08930255465,-81.3894962039,23
Plan B,2016-03-01,8.08942857735,-81.390179329,5
Plan B,2016-03-01,8.08979959112,-80.8367203834,40
Plan B,2016-03-01,8.09051328928,-80.8368191022,41
Plan B,2016-03-01,8.09073992377,-80.8352297873,46
Plan B,2016-03-01,8.09098734544,-80.8358976529,4
Plan B,2016-03-01,8.09179114119,-80.8359136748,46
Plan B,2016-03-01,8.12954476559,-81.018654353,13
Plan B,2016-03-01,8.15044855438,-80.6834619699,18
Plan B,2016-03-01,8.2529288767,-80.5401301842,43
Plan B,2016-03-01,8.27727985081,-80.5236812127,17
Plan B,2016-03-01,8.27812812082,-80.5231200674,42
Plan B,2016-03-01,8.33821646475,-80.5196060122,27
Plan B,2016-03-01,8.38740188814,-80.1972931898,38
Plan B,2016-03-01,8.39054567701,-80.2667417984,17
Plan B,2016-03-01,8.43237521497,-80.4846351148,18
Plan B,2016-03-01,8.44403084006,-80.0581063327,15
Plan B,2016-03-01,8.44414769554,-80.3063879644,21
Plan B,2016-03-01,8.46135698055,-80.058061152,11
Plan B,2016-03-01,8.46410326501,-80.4027072104,36
Plan B,2016-03-01,8.4666985763,-80.4017459757,38
Plan B,2016-03-01,8.46749444071,-79.9834757993,18
Plan B,2016-03-01,8.46762474415,-80.4020626544,39
Plan B,2016-03-01,8.46988777773,-79.9844407031,47
Plan B,2016-03-01,8.47576282365,-79.9621922671,4
Plan B,2016-03-01,8.47817418799,-79.9629988349,41
Plan B,2016-03-01,8.47961573276,-79.9632044352,25
Plan B,2016-03-01,8.48378871323,-79.9622695615,43
Plan B,2016-03-01,8.48873399967,-80.23910079,19
Plan B,2016-03-01,8.489734792,-80.3255988154,48
Plan B,2016-03-01,8.49019247238,-80.3256531291,31
Plan B,2016-03-01,8.49190651412,-80.3244880601,39
Plan B,2016-03-01,8.4920847672,-80.3255099421,24
Plan B,2016-03-01,8.51570789598,-79.9412666363,34
Plan B,2016-03-01,8.51835543887,-79.9419575745,20
Plan B,2016-03-01,8.52141604642,-80.022946837,46
Plan B,2016-03-01,8.52231622858,-80.3601540316,15
Plan B,2016-03-01,8.53546059945,-79.8922550371,49
Plan B,2016-03-01,8.53583059946,-79.8933324759,20
Plan B,2016-03-01,8.53703404329,-79.8931967021,21
Plan B,2016-03-01,8.55117352425,-80.055914718,44
Plan B,2016-03-01,8.55734571526,-79.923920496,20
Plan B,2016-03-01,8.56180824173,-80.0546333774,19
Plan B,2016-03-01,8.56823371985,-80.1294010085,10
Plan B,2016-03-01,8.5854222572,-79.8818107242,2
Plan B,2016-03-01,8.58650762625,-79.8818066613,12
Plan B,2016-03-01,8.58760646764,-79.8818282411,33
Plan B,2016-03-01,8.58880542792,-79.8819228089,36
Plan B,2016-03-01,8.6004706393,-80.1305207793,41
Plan B,2016-03-01,8.60123008123,-80.130418724,7
Plan B,2016-03-01,8.67156662016,-79.8742216386,16
Plan B,2016-03-01,8.67272382118,-79.8742222769,8
Plan B,2016-03-01,8.71591070127,-79.8744563403,38
Plan B,2016-03-01,8.76202801499,-79.8819514285,44
Plan B,2016-03-01,8.84057249972,-79.8493306191,33
Plan B,2016-03-01,8.85047677367,-79.823874015,12
Plan B,2016-03-01,8.87194097692,-79.8114885809,23
Plan B,2016-03-01,8.87271877142,-79.8112487345,22
Plan B,2016-03-01,8.87289888179,-79.7815148914,22
Plan B,2016-03-01,8.88208443633,-79.796491132,30
Plan B,2016-03-01,8.88672801149,-79.7621638728,34
Plan B,2016-03-01,8.88735148633,-79.7622546054,11
Plan B,2016-03-01,8.89478371829,-79.7804243432,18
Plan B,2016-03-01,8.89654649773,-79.748108899,30
Plan B,2016-03-01,8.91333048739,-79.7353762467,39
Plan B,2016-03-01,8.91509344425,-79.6982930046,38
Plan B,2016-03-01,8.9170157701,-79.6982913047,11
Plan B,2016-03-01,8.9295083026,-79.7129492959,8
Plan B,2016-03-01,8.94629846875,-79.6470768602,7
Plan B,2016-03-01,8.95064665115,-79.5616183543,38
Plan B,2016-03-01,8.95108978745,-79.5617163304,14
Plan B,2016-03-01,8.95227511725,-79.5393658308,9
Plan B,2016-03-01,8.9544772699,-79.5855433493,31
Plan B,2016-03-01,8.95477171962,-79.5860301026,9
Plan B,2016-03-01,8.95853006018,-79.5493474915,16
Plan B,2016-03-01,8.9654266126,-79.5397306668,25
Plan B,2016-03-01,8.96686432321,-79.5395805304,18
Plan B,2016-03-01,8.9793965479,-79.5340196039,37
Plan B,2016-03-01,8.98184087916,-79.5341905518,48
Plan B,2016-03-01,8.987848739,-79.5076844806,27
Plan B,2016-03-01,8.9920625433,-79.5125016815,43
Plan B,2016-03-01,9.00120178467,-79.4978308572,35
Plan B,2016-03-01,9.01497583238,-79.4812387324,24
Plan B,2016-03-01,9.01595925092,-79.4806485746,20
Plan B,2016-03-01,9.01699529133,-79.4640748174,32
Plan B,2016-03-01,9.01757712968,-79.5147633886,12
Plan B,2016-03-01,9.01818481648,-79.4636758076,17
Plan B,2016-03-01,9.03189749204,-79.4234345659,36
Plan B,2016-03-01,9.03240078668,-79.5035340148,21
Plan B,2016-03-01,9.03381902139,-79.4598997066,23
Plan B,2016-03-01,9.03493239742,-79.4587244183,39
Plan B,2016-03-01,9.03520700067,-79.4596569573,16
Plan B,2016-03-01,9.04342795975,-79.5144095553,27
Plan B,2016-03-01,9.05130426013,-79.5041576527,20
Plan B,2016-03-01,9.05172320852,-79.5052823744,6
Plan B,2016-03-01,9.05275170155,-79.5037238898,13
Plan B,2016-03-01,9.06693277718,-79.4090541517,36
Plan B,2016-03-01,9.09066363441,-79.2922829392,27
Plan B,2016-03-01,9.09087624236,-79.29214279,50
Plan B,2016-03-01,9.09193092661,-79.2922083786,51
Plan B,2016-03-01,9.09352939672,-79.5384783142,5
Plan B,2016-03-01,9.09523192451,-79.494543576,16
Plan B,2016-03-01,9.09543218795,-79.4942080186,37
Plan B,2016-03-01,9.0954709003,-79.5120331814,9
Plan B,2016-03-01,9.09564117349,-79.4946689042,39
Plan B,2016-03-01,9.09609881048,-79.3818352811,18
Plan B,2016-03-01,9.09647825848,-79.4934457157,32
Plan B,2016-03-01,9.0965625457,-79.4943216806,47
Plan B,2016-03-01,9.09666870193,-79.3829224189,19
Plan B,2016-03-01,9.09673430638,-79.3233417609,0
Plan B,2016-03-01,9.09766013831,-79.5110201631,34
Plan B,2016-03-01,9.10100684904,-79.3675232289,14
Plan B,2016-03-01,9.10104032572,-79.36866105,6
Plan B,2016-03-01,9.10408170414,-79.4974621938,1
Plan B,2016-03-01,9.10781972619,-79.2948800668,19
Plan B,2016-03-01,9.10831030486,-79.38676821,45
Plan B,2016-03-01,9.10848132566,-79.2943347086,19
Plan B,2016-03-01,9.10867512565,-79.5621170353,4
Plan B,2016-03-01,9.1091349669,-79.3869787448,5
Plan B,2016-03-01,9.10951774784,-79.295160377,8
Plan B,2016-03-01,9.10952579872,-79.5344715925,10
Plan B,2016-03-01,9.10988308053,-79.534273525,42
Plan B,2016-03-01,9.11037335126,-79.3860948163,26
Plan B,2016-03-01,9.11325933095,-79.2649237394,51
Plan B,2016-03-01,9.11396247539,-79.2642855375,37
Plan B,2016-03-01,9.11999704259,-79.6052517289,40
Plan B,2016-03-01,9.12398884061,-79.5700438394,27
Plan B,2016-03-01,9.12521404864,-79.5697539525,50
Plan B,2016-03-01,9.12596520944,-79.600103843,41
Plan B,2016-03-01,9.12631142016,-79.5998511678,15
Plan B,2016-03-01,9.12673638106,-79.6003909237,0
Plan B,2016-03-01,9.1271108309,-79.5997903254,36
Plan B,2016-03-01,9.135282656,-79.616064502,6
Plan B,2016-03-01,9.13536808351,-79.6158658982,40
Plan B,2016-03-01,9.13641613643,-79.2129307052,18
Plan B,2016-03-01,9.13787242297,-79.6161305944,2
Plan B,2016-03-01,9.14526791571,-79.1313681568,16
Plan B,2016-03-01,9.14579071425,-79.1323037831,19
Plan B,2016-03-01,9.14602597026,-79.1313680832,6
Plan B,2016-03-01,9.16415118275,-79.0967524143,21
Plan B,2016-03-01,9.1646940132,-79.0958815063,15
Plan B,2016-03-01,9.16551350367,-79.0959685524,20
Plan B,2016-03-01,9.1726495043,-79.6080451423,14
Plan B,2016-03-01,9.17339232902,-79.6078318054,33
Plan B,2016-03-01,9.18755646542,-79.6219080613,5
Plan B,2016-03-01,9.18777594244,-79.6216411485,29
Plan B,2016-03-01,9.18781209335,-79.6222204544,24
Plan B,2016-03-01,9.19572210318,-79.0866996473,50
Plan B,2016-03-01,9.19593667778,-78.8115031629,18
Plan B,2016-03-01,9.19631139668,-78.8125899059,40
Plan B,2016-03-01,9.19673455864,-78.8123710136,11
Plan B,2016-03-01,9.19698282356,-78.8124445599,21
Plan B,2016-03-01,9.1971012712,-78.8121410529,34
Plan B,2016-03-01,9.19844294639,-79.628309143,27
Plan B,2016-03-01,9.20100396516,-79.6279035006,26
Plan B,2016-03-01,9.21205424515,-78.8388512898,35
Plan B,2016-03-01,9.21286486168,-78.8385572299,20
Plan B,2016-03-01,9.21295955737,-79.6706151828,13
Plan B,2016-03-01,9.21299398058,-79.6712989389,34
Plan B,2016-03-01,9.21444712015,-79.6711005768,4
Plan B,2016-03-01,9.21476177484,-78.9545491027,8
Plan B,2016-03-01,9.21509531128,-78.8839739366,35
Plan B,2016-03-01,9.21535634526,-78.8846615354,46
Plan B,2016-03-01,9.21551694758,-78.884996842,4
Plan B,2016-03-01,9.21624011726,-78.8848783832,21
Plan B,2016-03-01,9.22291577926,-79.0030443999,24
Plan B,2016-03-01,9.22352110593,-78.8527693863,44
Plan B,2016-03-01,9.22356057432,-78.8533971456,25
Plan B,2016-03-01,9.22359032241,-78.8536046682,21
Plan B,2016-03-01,9.22403138259,-79.0026723508,14
Plan B,2016-03-01,9.22411423408,-79.0029979529,9
Plan B,2016-03-01,9.2241779165,-78.8537346834,27
Plan B,2016-03-01,9.22430236336,-79.0033730674,0
Plan B,2016-03-01,9.2343378194,-79.6228827708,11
Plan B,2016-03-01,9.23844357315,-79.6652266089,15
Plan B,2016-03-01,9.24127172036,-79.61059481,37
Plan B,2016-03-01,9.24334157962,-79.6108634154,20
Plan B,2016-03-01,9.25132626495,-79.640608708,43
Plan B,2016-03-01,9.25313276954,-79.6407701773,12
Plan B,2016-03-01,9.25374843409,-79.6410981125,39
Plan B,2016-03-01,9.25831206737,-79.7037328171,28
Plan B,2016-03-01,9.25987055966,-79.7026154284,20
Plan B,2016-03-01,9.27311724856,-79.6848557013,46
Plan B,2016-03-01,9.2752091428,-79.7286950713,36
Plan B,2016-03-01,9.27532606415,-79.9202209072,27
Plan B,2016-03-01,9.27702334772,-79.7518982238,42
Plan B,2016-03-01,9.28043815504,-79.7530053359,27
Plan B,2016-03-01,9.28713184132,-79.7832790829,37
Plan B,2016-03-01,9.28760487842,-79.7819044377,1
Plan B,2016-03-01,9.28854107029,-79.7171758398,13
Plan B,2016-03-01,9.28996837728,-79.7164241007,22
Plan B,2016-03-01,9.2908094037,-79.7827771128,46
Plan B,2016-03-01,9.29569233803,-79.7684812944,7
Plan B,2016-03-01,9.303312464,-79.9011374377,27
Plan B,2016-03-01,9.3048129658,-79.9018672806,17
Plan B,2016-03-01,9.30523216716,-79.7833711429,20
Plan B,2016-03-01,9.3066719005,-79.9024153681,3
Plan B,2016-03-01,9.30784829884,-79.7833399333,32
Plan B,2016-03-01,9.31045500839,-79.8056140902,2
Plan B,2016-03-01,9.31266274947,-79.8058990212,30
Plan B,2016-03-01,9.31597182088,-79.7966039393,40
Plan B,2016-03-01,9.32345649753,-79.8920408801,23
Plan B,2016-03-01,9.32368053556,-79.8911005436,46
Plan B,2016-03-01,9.32700583775,-79.884335209,13
Plan B,2016-03-01,9.33158288885,-79.8010113981,47
Plan B,2016-03-01,9.33383407067,-79.8005921639,6
Plan B,2016-03-01,9.33504705818,-79.8007133802,15
Plan B,2016-03-01,9.33560911519,-79.8692642084,30
Plan B,2016-03-01,9.33793920404,-79.8690692173,51
Plan B,2016-03-01,9.3393220046,-79.8684232619,23
Plan B,2016-03-01,9.33934114495,-79.8970221541,19
Plan B,2016-03-01,9.34093850724,-79.8027694953,4
Plan B,2016-03-01,9.34395527728,-79.8580338248,31
Plan B,2016-03-01,9.34590681055,-79.8264226776,36
Plan B,2016-03-01,9.35067542457,-79.8836273698,15
Plan B,2016-03-01,9.35087484476,-79.8182988721,48
Plan B,2016-03-01,9.35102482889,-79.844573062,46
Plan B,2016-03-01,9.35157914564,-79.8835747141,51
Plan B,2016-03-01,9.35275944163,-79.8188521224,42
Plan B,2016-03-01,9.35327253911,-79.8177577561,20
Plan B,2016-03-01,9.35432896643,-79.8587748616,22
Plan B,2016-03-01,9.35962217893,-79.8997795181,41
Plan B,2016-03-01,9.36325264369,-79.823164016,15
Plan B,2016-03-01,9.36495689424,-79.8439664026,30
Plan B,2016-03-01,9.36504178032,-79.8433727365,31
Plan B,2016-03-01,9.36518268965,-79.8447664949,27
Plan B,2016-03-01,9.36750704725,-79.8777635017,29
Plan B,2016-03-01,9.36823139873,-79.878805068,8
Plan C,2016-03-01,7.44307226364,-80.1103036359,48
Plan C,2016-03-01,8.08955631214,-81.389097944,16
Plan C,2016-03-01,8.09078055722,-80.8351958429,20
Plan C,2016-03-01,8.09080495731,-80.8357763795,9
Plan C,2016-03-01,8.12893129367,-81.0183690122,49
Plan C,2016-03-01,8.14592844013,-81.6548590798,46
Plan C,2016-03-01,8.14601115967,-81.654368319,41
Plan C,2016-03-01,8.15103073652,-80.6838009792,2
Plan C,2016-03-01,8.15224094301,-80.6839220912,32
Plan C,2016-03-01,8.1880464954,-81.189647445,44
Plan C,2016-03-01,8.18825760321,-81.1896072701,51
Plan C,2016-03-01,8.18873664037,-81.1888606206,1
Plan C,2016-03-01,8.25368979248,-80.5400861746,2
Plan C,2016-03-01,8.28006519376,-80.5234197043,10
Plan C,2016-03-01,8.3909460197,-80.1974829783,28
Plan C,2016-03-01,8.3923868458,-80.2682049031,3
Plan C,2016-03-01,8.39316474364,-80.2683295931,51
Plan C,2016-03-01,8.3955748691,-80.268281404,10
Plan C,2016-03-01,8.39648298213,-80.2674572032,6
Plan C,2016-03-01,8.43440333446,-80.4847927658,38
Plan C,2016-03-01,8.4345725585,-80.4840950989,48
Plan C,2016-03-01,8.43467674673,-80.4854368103,25
Plan C,2016-03-01,8.43779392254,-80.3062222154,11
Plan C,2016-03-01,8.44334278343,-80.3051565273,10
Plan C,2016-03-01,8.46303503302,-80.401797555,4
Plan C,2016-03-01,8.46313327249,-80.4018219067,27
Plan C,2016-03-01,8.46949991849,-79.9837514671,47
Plan C,2016-03-01,8.46966982974,-79.9833365704,34
Plan C,2016-03-01,8.47459852381,-79.962718491,3
Plan C,2016-03-01,8.48111290989,-79.9633017943,27
Plan C,2016-03-01,8.49245545386,-80.238556524,1
Plan C,2016-03-01,8.49317464806,-80.3241004089,50
Plan C,2016-03-01,8.49494109512,-80.3252111076,40
Plan C,2016-03-01,8.49901107282,-80.2389769812,10
Plan C,2016-03-01,8.51192608498,-79.9412140157,21
Plan C,2016-03-01,8.516580174,-79.9419042257,47
Plan C,2016-03-01,8.51794404227,-80.023948581,35
Plan C,2016-03-01,8.5179671942,-79.9419340155,0
Plan C,2016-03-01,8.51865997287,-80.3606657809,10
Plan C,2016-03-01,8.54765192893,-80.0556231099,35
Plan C,2016-03-01,8.5490751598,-80.0548783373,50
Plan C,2016-03-01,8.55358761491,-79.924599663,30
Plan C,2016-03-01,8.55562478637,-79.9248891036,9
Plan C,2016-03-01,8.57005477623,-80.0556609667,1
Plan C,2016-03-01,8.57192266631,-80.1300012373,40
Plan C,2016-03-01,8.57271757583,-80.129499028,29
Plan C,2016-03-01,8.58990739861,-80.130231876,41
Plan C,2016-03-01,8.59130290431,-79.881992277,5
Plan C,2016-03-01,8.59165688573,-80.1299259499,33
Plan C,2016-03-01,8.59765377739,-80.1305764985,3
